VIMSCODE,WorkUp,MODALGRP,PANNUM,SEQNO,SPECIMID,LENGTH (mm TL),LENGTH (mm FL),WEIGHT (kg),EVWGHT (kg),SEX,GONADSTG,MATURITY,GUT_FULL,AGE,CODEAGE,SPCCOMNT,ExpFactWorked,ExpFactMeas,STATION,STATION,SAMPLE_DEPTH (meters),DO (mg/L),Percent Saturation DO,Salinity (PSU),Temperature (0C),ALTSTATN,SEASON,MONTH,YEAR,DATE,TowBegin,TowEnd,DepthBeg (feet),DepthEnd (feet),NMP REGION,DepthStratum,COMPASS,GEAR,NETNUM,ENGRPM_Port,ENGRPM_Stbd,DURATION (min),VSpeedGPS (knots),TowDistTrack (m),NetHeight (m),NetWidth (m),ParCodeNH,ParCodeNW,REGION,LATITUDE_START,LONGITUDE_START,LATITUDE_END,LONGITUDE_END,DOORNUM_Stbd,DOORNUM_Port,CableOut_Stbd (fathom),CableOut_Port (fathom),SCOPE,TOW_DIRECTION_CURRENT,AGENCY_CODE,PROGRAM_CODE,DoorWidth (meters),ParCodeDW,CellSelected,CellFished
7,Full,2,7,4,8,258,253,0.196,,F,B,1,F,1,OT,,12.6,1,NM20090901076,NM20090901076,11.89,5.81,71.8,31.08,16.06,,Fall,October,2009,21-Oct-09,9:24,9:44,30,,11,1,222,453,G01,1160,1160,20,2.97,1833.6,5.59,13.57,NM,NM,3,37.8975,-75.30683333,37.88333333,-75.31633333,TP1,TS1,65,65,13,2,VIMS,NM,32.15918367,NM,149-116,149-116
7,Full,2,7,5,9,230,226,0.124,,M,B,0,E,1,OT,,12.6,1,NM20090901076,NM20090901076,11.89,5.81,71.8,31.08,16.06,,Fall,October,2009,21-Oct-09,9:24,9:44,30,,11,1,222,453,G01,1160,1160,20,2.97,1833.6,5.59,13.57,NM,NM,3,37.8975,-75.30683333,37.88333333,-75.31633333,TP1,TS1,65,65,13,2,VIMS,NM,32.15918367,NM,149-116,149-116
7,Full,2,7,6,10,235,231,0.122,,F,B,1,E,1,OT,,12.6,1,NM20090901076,NM20090901076,11.89,5.81,71.8,31.08,16.06,,Fall,October,2009,21-Oct-09,9:24,9:44,30,,11,1,222,453,G01,1160,1160,20,2.97,1833.6,5.59,13.57,NM,NM,3,37.8975,-75.30683333,37.88333333,-75.31633333,TP1,TS1,65,65,13,2,VIMS,NM,32.15918367,NM,149-116,149-116
7,Full,1,7,1,1,179,177,0.052,0.046,F,A,0,E,0.0001,OT,,13,40.554,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,1,7,2,2,176,174,0.058,,F,A,0,F,0.0001,OT,,13,40.554,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,1,7,3,3,179,177,0.062,,F,A,0,E,0.0001,OT,,13,40.554,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,1,7,4,4,199,196,0.066,,M,A,0,E,0.0001,OT,,13,40.554,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,2,7,1,6,243,238,0.132,0.122,M,A,0,F,1,OT,,9.6,2.458,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,2,7,2,7,252,247,0.17,,F,B,1,F,1,OT,,9.6,2.458,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,2,7,3,8,243,238,0.144,,F,B,1,E,1,OT,,9.6,2.458,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,2,7,4,9,287,281,0.26,,F,B,1,E,1,OT,,9.6,2.458,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,2,7,5,10,249,244,0.146,,F,B,1,F,1,OT,,9.6,2.458,NM20090901077,NM20090901077,11.89,5.8,71.6,31.02,16.29,,Fall,October,2009,21-Oct-09,10:34,10:54,32,,11,1,11,453,G01,1150,1160,20,2.92,1800.4,5.48,13.48,NM,NM,3,37.829,-75.32883333,37.84516667,-75.3295,TP1,TS1,65,65,12.1875,1,VIMS,NM,31.95204082,NM,150-114,150-114
7,Full,1,9,1,1,165,164,0.044,0.036,M,A,0,E,0.0001,OT,,35,8.566,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,1,9,2,2,160,159,0.038,,F,A,0,E,0.0001,OT,,35,8.566,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,1,9,3,3,169,167,0.036,,M,A,0,E,0.0001,OT,,35,8.566,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,1,9,4,4,158,157,0.038,,M,A,0,E,0.0001,OT,,35,8.566,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,1,9,5,5,163,162,0.034,,F,A,0,E,0.0001,OT,,35,8.566,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,2,9,1,6,275,269,0.202,,F,B,1,E,2,OT,,2.6,5.769,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,2,9,2,7,249,244,0.146,,F,B,1,E,1,OT,,2.6,5.769,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,2,9,3,8,268,262,0.192,,F,B,1,E,1,OT,,2.6,5.769,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,2,9,4,9,222,218,0.102,,F,B,1,E,1,OT,,2.6,5.769,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,2,9,5,10,269,263,0.192,,F,B,1,F,1,OT,,2.6,5.769,NM20090901078,NM20090901078,12.8,7.08,88.7,31.46,16.57,,Fall,October,2009,22-Oct-09,8:22,8:42,30,,11,1,226,453,G01,1170,1200,20,2.86,1766.1,5.66,12.82,NM,NM,3,37.57316667,-75.567,37.55766667,-75.5695,TP1,TS1,65,65,13,2,VIMS,NM,29.62908163,NM,159-103,159-103
7,Full,0,7,1,1,300,293,0.26,0.238,F,B,1,F,2,OT,,1,1,NM20090901079,NM20090901079,17.37,6.23,78.3,31.82,17.11,,Fall,October,2009,21-Oct-09,15:57,16:17,48,,11,2,184,453,G01,1140,1130,20,3.02,1867,5.34,14.28,NM,NM,3,37.64433333,-75.33633333,37.6285,-75.33033333,TP1,TS1,75,75,9.375,6,VIMS,NM,34.22684211,NM,150-106,150-106
7,Full,0,7,2,2,155,154,0.042,,M,A,0,F,0.0001,OT,,1,1,NM20090901079,NM20090901079,17.37,6.23,78.3,31.82,17.11,,Fall,October,2009,21-Oct-09,15:57,16:17,48,,11,2,184,453,G01,1140,1130,20,3.02,1867,5.34,14.28,NM,NM,3,37.64433333,-75.33633333,37.6285,-75.33033333,TP1,TS1,75,75,9.375,6,VIMS,NM,34.22684211,NM,150-106,150-106
7,Full,1,7,1,1,199,196,0.07,,M,A,0,F,0.0001,OT,,21.8,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,1,7,2,2,138,138,0.026,0.02,M,A,0,F,0.0001,OT,,21.8,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,1,7,3,3,167,166,0.044,,M,A,0,F,0.0001,OT,,21.8,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,1,7,4,4,172,170,0.05,,F,A,0,F,0.0001,OT,,21.8,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,1,7,6,5,184,182,0.054,,F,A,0,F,0.0001,OT,,21.8,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,2,7,1,6,249,244,0.166,0.156,F,B,1,F,1,OT,,16,4.963,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,2,7,2,7,257,252,0.152,,F,B,1,F,1,OT,,16,4.963,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,2,7,3,8,259,254,0.17,,F,B,1,F,1,OT,,16,4.963,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,2,7,4,9,258,253,0.174,,F,B,1,F,1,OT,,16,4.963,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,2,7,5,10,287,281,0.246,,M,B,0,F,2,OT,,16,4.963,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,3,7,1,11,328,320,0.362,0.306,M,B,0,F,1,OT,,1,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,3,7,2,12,347,338,0.472,,F,B,1,E,1,OT,,1,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,3,7,3,13,322,314,0.312,,M,B,0,F,2,OT,,1,1,NM20090901080,NM20090901080,21.95,5.98,74.1,31.8,16.33,,Fall,October,2009,21-Oct-09,8:02,8:22,63,,11,2,66,453,G01,1160,1150,20,3.09,1907.7,5.38,14.1,NM,NM,3,37.8565,-75.21416667,37.86916667,-75.201,TP1,TS1,75,75,7.142857143,1,VIMS,NM,33.66555556,NM,145-115,145-115
7,Full,1,7,1,1,162,161,0.04,0.036,F,A,0,F,0.0001,OT,,15.8,15.797,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,1,7,2,2,139,139,0.026,,M,A,0,F,0.0001,OT,,15.8,15.797,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,1,7,3,3,154,153,0.034,,F,A,0,F,0.0001,OT,,15.8,15.797,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,1,7,4,4,170,168,0.052,,M,A,0,F,0.0001,OT,,15.8,15.797,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,1,7,5,5,184,182,0.056,,F,A,0,F,0.0001,OT,,15.8,15.797,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,2,7,1,6,273,267,0.202,0.182,F,B,1,F,1,OT,,14.4,5.556,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,2,7,2,7,235,231,0.132,,F,B,1,F,1,OT,,14.4,5.556,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,2,7,3,8,252,247,0.174,,M,B,0,F,1,OT,,14.4,5.556,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,2,7,4,9,255,250,0.172,,F,B,1,E,1,OT,,14.4,5.556,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,2,7,5,10,251,246,0.168,,F,B,1,E,1,OT,,14.4,5.556,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,3,7,1,11,337,328,0.428,0.378,F,B,1,F,2,OT,,1,1,NM20090901081,NM20090901081,16.46,5.98,73.5,31.38,16.09,,Fall,October,2009,21-Oct-09,7:07,7:27,43,,11,2,188,453,G01,1190,1190,20,2.99,1847.4,5.31,13.81,NM,NM,3,37.89866667,-75.24666667,37.88316667,-75.24033333,TP1,TS1,70,70,9.76744186,6,VIMS,NM,33.09210526,NM,146-116,146-116
7,Full,1,7,1,1,170,168,0.05,,M,A,0,F,0.0001,OT,,20.2,1.604,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,1,7,2,2,184,182,0.062,0.054,F,B,1,F,0.0001,OT,,20.2,1.604,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,1,7,3,3,175,173,0.054,,M,A,0,E,0.0001,OT,,20.2,1.604,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,1,7,4,4,168,167,0.052,,M,A,0,E,0.0001,OT,,20.2,1.604,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,1,7,5,5,160,159,0.042,,F,A,0,F,0.0001,OT,,20.2,1.604,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,2,7,1,6,227,223,0.124,0.1209,M,A,0,E,1,OT,,14.8,1,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,2,7,2,7,265,259,0.2,,F,B,1,E,1,OT,,14.8,1,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,2,7,3,8,254,249,0.182,,F,B,1,E,1,OT,,14.8,1,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,2,7,4,9,283,277,0.24,,F,B,1,F,1,OT,,14.8,1,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,2,7,5,10,290,283,0.274,,F,B,1,F,1,OT,,14.8,1,NM20090901082,NM20090901082,14.63,6.22,77.7,31.83,16.67,,Fall,October,2009,21-Oct-09,13:57,14:17,48,,11,2,171,453,G01,1160,1170,20,2.96,1827.8,5.21,14.35,NM,NM,3,37.744,-75.34966667,37.7285,-75.3435,TP1,TS1,75,75,9.375,6,VIMS,NM,34.37164948,NM,150-110,150-110
7,Full,0,7,1,1,299,292,0.284,,F,B,1,F,1,OT,,1,1,NM20090901083,NM20090901083,15.85,6.1,76.8,31.9,16.88,,Fall,October,2009,21-Oct-09,14:53,15:13,39,,11,2,221,453,G01,1160,1150,20,2.97,1835.3,5.31,13.53,NM,NM,3,37.69666667,-75.38266667,37.68183333,-75.39133333,TP1,TS1,70,70,10.76923077,2,VIMS,NM,32.32395833,NM,152-108,152-108
7,Full,0,7,2,2,194,191,0.08,,M,B,0,F,0.0001,OT,,1,1,NM20090901083,NM20090901083,15.85,6.1,76.8,31.9,16.88,,Fall,October,2009,21-Oct-09,14:53,15:13,39,,11,2,221,453,G01,1160,1150,20,2.97,1835.3,5.31,13.53,NM,NM,3,37.69666667,-75.38266667,37.68183333,-75.39133333,TP1,TS1,70,70,10.76923077,2,VIMS,NM,32.32395833,NM,152-108,152-108
7,Full,0,7,3,3,155,154,0.036,,M,A,0,F,0.0001,OT,,1,1,NM20090901083,NM20090901083,15.85,6.1,76.8,31.9,16.88,,Fall,October,2009,21-Oct-09,14:53,15:13,39,,11,2,221,453,G01,1160,1150,20,2.97,1835.3,5.31,13.53,NM,NM,3,37.69666667,-75.38266667,37.68183333,-75.39133333,TP1,TS1,70,70,10.76923077,2,VIMS,NM,32.32395833,NM,152-108,152-108
